Tarih,TP DK USD S YTL,TP DK USD A YTL
06/08/2013,1.9316,1.9282
07/08/2013,1.9327,1.9292
08/08/2013,,
09/08/2013,,
10/08/2013,,
11/08/2013,,
12/08/2013,1.9327,1.9292
13/08/2013,1.9265,1.9231
14/08/2013,1.929,1.9255
15/08/2013,1.9392,1.9358
16/08/2013,1.9321,1.9286
17/08/2013,,
18/08/2013,,
19/08/2013,1.9377,1.9342
20/08/2013,1.9503,1.9468
21/08/2013,1.9515,1.948
22/08/2013,1.9615,1.958
23/08/2013,1.9871,1.9835
24/08/2013,,
25/08/2013,,
26/08/2013,1.9885,1.9849
27/08/2013,1.9987,1.9951
28/08/2013,2.0262,2.0225
29/08/2013,2.0594,2.0557
30/08/2013,,
31/08/2013,,
01/09/2013,,
02/09/2013,2.0348,2.0311
03/09/2013,2.0197,2.016
04/09/2013,2.0452,2.0415
05/09/2013,2.0577,2.054
06/09/2013,2.077,2.0732
07/09/2013,,
08/09/2013,,
09/09/2013,2.0668,2.063
10/09/2013,2.042,2.0383
11/09/2013,2.0321,2.0285
12/09/2013,2.0173,2.0137
13/09/2013,2.025,2.0213
14/09/2013,,
15/09/2013,,
16/09/2013,2.0294,2.0257
17/09/2013,1.9963,1.9927
18/09/2013,2.0081,2.0045
19/09/2013,2.0059,2.0023
20/09/2013,1.9557,1.9522
21/09/2013,,
22/09/2013,,
23/09/2013,1.9755,1.972
24/09/2013,1.9892,1.9856
25/09/2013,1.9981,1.9946
26/09/2013,2.007,2.0034
27/09/2013,2.0159,2.0123
28/09/2013,,
29/09/2013,,
30/09/2013,2.0378,2.0342
01/10/2013,2.0402,2.0365
02/10/2013,2.0138,2.0102
03/10/2013,2.0223,2.0187
04/10/2013,2.0025,1.9989
05/10/2013,,
06/10/2013,,
07/10/2013,2,1.9964
08/10/2013,1.9997,1.9961
09/10/2013,1.9911,1.9875
10/10/2013,1.9907,1.9871
11/10/2013,1.9811,1.9775
12/10/2013,,
13/10/2013,,
14/10/2013,1.9799,1.9764
15/10/2013,,
16/10/2013,,
17/10/2013,,
18/10/2013,,
19/10/2013,,
20/10/2013,,
21/10/2013,1.9799,1.9764
22/10/2013,1.9782,1.9746
23/10/2013,1.9837,1.9802
24/10/2013,1.9773,1.9738
25/10/2013,1.9796,1.976
26/10/2013,,
27/10/2013,,
28/10/2013,1.9888,1.9853
29/10/2013,,
30/10/2013,1.9888,1.9853
31/10/2013,1.9923,1.9888
01/11/2013,1.993,1.9895
02/11/2013,,
03/11/2013,,
04/11/2013,2.0099,2.0063
05/11/2013,2.0214,2.0178
06/11/2013,2.0271,2.0235
07/11/2013,2.0299,2.0262
08/11/2013,2.0343,2.0306
09/11/2013,,
10/11/2013,,
11/11/2013,2.0302,2.0265
12/11/2013,2.0395,2.0358
13/11/2013,2.0537,2.05
14/11/2013,2.0553,2.0516
15/11/2013,2.0479,2.0442
16/11/2013,,
17/11/2013,,
18/11/2013,2.0411,2.0374
19/11/2013,2.0238,2.0201
20/11/2013,2.0206,2.0169
21/11/2013,2.0134,2.0098
22/11/2013,2.0217,2.0181
23/11/2013,,
24/11/2013,,
25/11/2013,2.0201,2.0164
26/11/2013,2.0005,1.9969
27/11/2013,2.0107,2.0071
28/11/2013,2.019,2.0154
29/11/2013,2.0203,2.0166
30/11/2013,,
01/12/2013,,
02/12/2013,2.0211,2.0174
03/12/2013,2.0319,2.0282
04/12/2013,2.0395,2.0359
05/12/2013,2.0492,2.0455
06/12/2013,2.0519,2.0482
07/12/2013,,
08/12/2013,,
09/12/2013,2.0431,2.0394
10/12/2013,2.0349,2.0313
11/12/2013,2.0301,2.0265
12/12/2013,2.033,2.0294
13/12/2013,2.0407,2.037
14/12/2013,,
15/12/2013,,
16/12/2013,2.0441,2.0404
17/12/2013,2.0373,2.0337
18/12/2013,2.0409,2.0372
19/12/2013,2.0459,2.0423
20/12/2013,2.0645,2.0608
21/12/2013,,
22/12/2013,,
23/12/2013,2.0928,2.089
24/12/2013,2.0914,2.0877
25/12/2013,2.0849,2.0812
26/12/2013,2.0748,2.071
27/12/2013,2.0994,2.0957
28/12/2013,,
29/12/2013,,
30/12/2013,2.1642,2.1604
31/12/2013,2.1381,2.1343
01/01/2014,,
02/01/2014,2.1343,2.1304
03/01/2014,2.1757,2.1718
04/01/2014,,
05/01/2014,,
06/01/2014,2.1726,2.1687
07/01/2014,2.1918,2.1878
08/01/2014,2.1762,2.1723
09/01/2014,2.1796,2.1757
10/01/2014,2.1884,2.1845
11/01/2014,,
12/01/2014,,
13/01/2014,2.18,2.176
14/01/2014,2.1759,2.1719
15/01/2014,2.1949,2.1909
16/01/2014,2.1951,2.1911
17/01/2014,2.21,2.206
18/01/2014,,
19/01/2014,,
20/01/2014,2.2124,2.2084
21/01/2014,2.2425,2.2385
22/01/2014,2.2455,2.2415
23/01/2014,2.2591,2.2551
24/01/2014,2.2782,2.2741
25/01/2014,,
26/01/2014,,
27/01/2014,2.3184,2.3142
28/01/2014,2.347,2.3428
29/01/2014,2.2699,2.2658
30/01/2014,2.2274,2.2234
31/01/2014,2.2837,2.2795
01/02/2014,,
02/02/2014,,
03/02/2014,2.2737,2.2696
04/02/2014,2.2675,2.2634
05/02/2014,2.2601,2.256
06/02/2014,2.2434,2.2393
07/02/2014,2.2289,2.2249
08/02/2014,,
09/02/2014,,
10/02/2014,2.2209,2.2169
11/02/2014,2.2287,2.2247
12/02/2014,2.2064,2.2024
13/02/2014,2.1962,2.1923
14/02/2014,2.2042,2.2003
15/02/2014,,
16/02/2014,,
17/02/2014,2.1884,2.1845
18/02/2014,2.1849,2.181
19/02/2014,2.183,2.179
20/02/2014,2.192,2.1881
21/02/2014,2.2121,2.2081
22/02/2014,,
23/02/2014,,
24/02/2014,2.2012,2.1972
25/02/2014,2.1845,2.1806
26/02/2014,2.2086,2.2046
27/02/2014,2.212,2.2081
28/02/2014,2.2382,2.2342
01/03/2014,,
02/03/2014,,
03/03/2014,2.2168,2.2129
04/03/2014,2.2225,2.2185
05/03/2014,2.2159,2.2119
06/03/2014,2.2114,2.2074
07/03/2014,2.2039,2.1999
08/03/2014,,
09/03/2014,,
10/03/2014,2.1912,2.1873
11/03/2014,2.2158,2.2118
12/03/2014,2.226,2.222
13/03/2014,2.2499,2.2459
14/03/2014,2.2284,2.2244
15/03/2014,,
16/03/2014,,
17/03/2014,2.2362,2.2322
18/03/2014,2.2256,2.2216
19/03/2014,2.2265,2.2224
20/03/2014,2.2252,2.2212
21/03/2014,2.2413,2.2373
22/03/2014,,
23/03/2014,,
24/03/2014,2.239,2.235
25/03/2014,2.241,2.237
26/03/2014,2.2359,2.2319
27/03/2014,2.2161,2.2121
28/03/2014,2.1951,2.1912
29/03/2014,,
30/03/2014,,
31/03/2014,2.1938,2.1898
01/04/2014,2.1596,2.1557
02/04/2014,2.1531,2.1492
03/04/2014,2.135,2.1311
04/04/2014,2.1393,2.1355
05/04/2014,,
06/04/2014,,
07/04/2014,2.1393,2.1354
08/04/2014,2.1221,2.1183
09/04/2014,2.0978,2.0941
10/04/2014,2.1084,2.1046
11/04/2014,2.1031,2.0993
12/04/2014,,
13/04/2014,,
14/04/2014,2.1215,2.1177
15/04/2014,2.1306,2.1268
16/04/2014,2.1301,2.1263
17/04/2014,2.136,2.1322
18/04/2014,2.1341,2.1302
19/04/2014,,
20/04/2014,,
21/04/2014,2.1322,2.1284
22/04/2014,2.1368,2.133
23/04/2014,,
24/04/2014,2.141,2.1372
25/04/2014,2.1425,2.1387
26/04/2014,,
27/04/2014,,
28/04/2014,2.1378,2.1339
29/04/2014,2.1351,2.1313
30/04/2014,2.1218,2.118
01/05/2014,,
02/05/2014,2.1193,2.1154
03/05/2014,,
04/05/2014,,
05/05/2014,2.1111,2.1073
06/05/2014,2.1004,2.0966
07/05/2014,2.097,2.0932
08/05/2014,2.096,2.0923
09/05/2014,2.0784,2.0746
10/05/2014,,
11/05/2014,,
12/05/2014,2.0804,2.0766
13/05/2014,2.0792,2.0755
14/05/2014,2.0749,2.0712
15/05/2014,2.0748,2.0711
16/05/2014,2.0807,2.077
17/05/2014,,
18/05/2014,,
19/05/2014,,
20/05/2014,2.1019,2.0981
21/05/2014,2.1083,2.1046
22/05/2014,2.111,2.1072
23/05/2014,2.0958,2.0921
24/05/2014,,
25/05/2014,,
26/05/2014,2.0883,2.0845
27/05/2014,2.0885,2.0848
28/05/2014,2.1011,2.0973
29/05/2014,2.1083,2.1045
30/05/2014,2.0959,2.0922
31/05/2014,,
01/06/2014,,
02/06/2014,2.0954,2.0916
03/06/2014,2.0998,2.096
04/06/2014,2.1054,2.1016
05/06/2014,2.1237,2.1199
06/06/2014,2.1126,2.1088
07/06/2014,,
08/06/2014,,
09/06/2014,2.0934,2.0897
10/06/2014,2.0818,2.078
11/06/2014,2.0904,2.0866
12/06/2014,2.0952,2.0914
13/06/2014,2.1096,2.1058
14/06/2014,,
15/06/2014,,
16/06/2014,2.1236,2.1198
17/06/2014,2.1414,2.1376
18/06/2014,2.1384,2.1345
19/06/2014,2.1472,2.1434
20/06/2014,2.1306,2.1268
21/06/2014,,
22/06/2014,,
23/06/2014,2.1411,2.1373
24/06/2014,2.1431,2.1392
25/06/2014,2.1351,2.1312
26/06/2014,2.1423,2.1384
27/06/2014,2.133,2.1292
28/06/2014,,
29/06/2014,,
30/06/2014,2.1272,2.1234
01/07/2014,2.1264,2.1226
02/07/2014,2.1232,2.1194
03/07/2014,2.1312,2.1273
04/07/2014,2.1352,2.1314
05/07/2014,,
06/07/2014,,
07/07/2014,2.132,2.1282
08/07/2014,2.1354,2.1316
09/07/2014,2.129,2.1252
10/07/2014,2.1275,2.1237
11/07/2014,2.1271,2.1232
12/07/2014,,
13/07/2014,,
14/07/2014,2.126,2.1221
15/07/2014,2.1216,2.1177
16/07/2014,2.1238,2.12
17/07/2014,2.1267,2.1228
18/07/2014,2.1259,2.1221
19/07/2014,,
20/07/2014,,
21/07/2014,2.1304,2.1266
22/07/2014,2.1213,2.1175
23/07/2014,2.1217,2.1179
24/07/2014,2.0958,2.092
25/07/2014,2.094,2.0903
26/07/2014,,
27/07/2014,,
28/07/2014,,
29/07/2014,,
30/07/2014,,
31/07/2014,2.0956,2.0919
01/08/2014,2.1371,2.1333
02/08/2014,,
03/08/2014,,
04/08/2014,2.1485,2.1446
05/08/2014,2.1351,2.1313
06/08/2014,2.1302,2.1263
07/08/2014,2.1658,2.1619
08/08/2014,2.1625,2.1586
09/08/2014,,
10/08/2014,,
11/08/2014,2.1722,2.1683
12/08/2014,2.1528,2.1489
13/08/2014,2.1651,2.1612
14/08/2014,2.1627,2.1588
15/08/2014,2.1596,2.1557
16/08/2014,,
17/08/2014,,
18/08/2014,2.16,2.1561
19/08/2014,2.172,2.1681
20/08/2014,2.1671,2.1632
21/08/2014,2.1719,2.168
22/08/2014,2.1803,2.1764
23/08/2014,,
24/08/2014,,
25/08/2014,2.1806,2.1767
26/08/2014,2.1815,2.1776
27/08/2014,2.1726,2.1687
28/08/2014,2.162,2.1581
29/08/2014,2.1658,2.1619
30/08/2014,,
31/08/2014,,
01/09/2014,2.1623,2.1584
02/09/2014,2.1644,2.1605
03/09/2014,2.1712,2.1673
04/09/2014,2.1656,2.1617
05/09/2014,2.1603,2.1564
06/09/2014,,
07/09/2014,,
08/09/2014,2.1674,2.1635
09/09/2014,2.1666,2.1627
10/09/2014,2.194,2.1901
11/09/2014,2.2062,2.2022
12/09/2014,2.1963,2.1924
13/09/2014,,
14/09/2014,,
15/09/2014,2.2054,2.2014
16/09/2014,2.2184,2.2144
17/09/2014,2.2132,2.2092
18/09/2014,2.2098,2.2058
19/09/2014,2.2263,2.2223
20/09/2014,,
21/09/2014,,
22/09/2014,2.2272,2.2232
23/09/2014,2.244,2.24
24/09/2014,2.236,2.2319
25/09/2014,2.2366,2.2325
26/09/2014,2.2523,2.2482
27/09/2014,,
28/09/2014,,
29/09/2014,2.2598,2.2557
30/09/2014,2.283,2.2789
01/10/2014,2.2813,2.2772
02/10/2014,2.2871,2.2829
03/10/2014,2.2771,2.273
04/10/2014,,
05/10/2014,,
06/10/2014,,
07/10/2014,,
08/10/2014,2.2771,2.273
09/10/2014,2.2921,2.288
10/10/2014,2.2614,2.2573
11/10/2014,,
12/10/2014,,
13/10/2014,2.283,2.2789
14/10/2014,2.2742,2.2701
15/10/2014,2.2824,2.2783
16/10/2014,2.2737,2.2696
17/10/2014,2.277,2.2729
18/10/2014,,
19/10/2014,,
20/10/2014,2.255,2.2509
21/10/2014,2.2492,2.2452
22/10/2014,2.2436,2.2396
23/10/2014,2.2484,2.2444
24/10/2014,2.2426,2.2386
25/10/2014,,
26/10/2014,,
27/10/2014,2.2418,2.2378
28/10/2014,2.2398,2.2357
29/10/2014,,
30/10/2014,2.2398,2.2357
31/10/2014,2.2211,2.2171
01/11/2014,,
02/11/2014,,
03/11/2014,2.2067,2.2027
04/11/2014,2.229,2.225
05/11/2014,2.2276,2.2236
06/11/2014,2.2389,2.2349
07/11/2014,2.2427,2.2387
08/11/2014,,
09/11/2014,,
10/11/2014,2.2748,2.2707
11/11/2014,2.2509,2.2469
12/11/2014,2.2676,2.2636
13/11/2014,2.2621,2.258
14/11/2014,2.2491,2.245
15/11/2014,,
16/11/2014,,
17/11/2014,2.246,2.2419
18/11/2014,2.2325,2.2285
19/11/2014,2.2245,2.2205
20/11/2014,2.2315,2.2275
21/11/2014,2.2357,2.2317
22/11/2014,,
23/11/2014,,
24/11/2014,2.2258,2.2218
25/11/2014,2.23,2.226
26/11/2014,2.2322,2.2282
27/11/2014,2.2255,2.2214
28/11/2014,2.2189,2.2149
29/11/2014,,
30/11/2014,,
01/12/2014,2.2141,2.2102
02/12/2014,2.2241,2.2201
03/12/2014,2.2236,2.2196
04/12/2014,2.2393,2.2353
05/12/2014,2.2403,2.2363
06/12/2014,,
07/12/2014,,
08/12/2014,2.2398,2.2358
09/12/2014,2.2768,2.2727
10/12/2014,2.2632,2.2591
11/12/2014,2.2645,2.2605
12/12/2014,2.264,2.2599
13/12/2014,,
14/12/2014,,
15/12/2014,2.2823,2.2782
16/12/2014,2.3226,2.3184
17/12/2014,2.3714,2.3671
18/12/2014,2.3696,2.3653
19/12/2014,2.3272,2.323
20/12/2014,,
21/12/2014,,
22/12/2014,2.3263,2.3221
23/12/2014,2.3212,2.317
24/12/2014,2.3206,2.3165
25/12/2014,2.3251,2.3209
26/12/2014,2.3219,2.3177
27/12/2014,,
28/12/2014,,
29/12/2014,2.3224,2.3182
30/12/2014,2.3277,2.3235
31/12/2014,2.323,2.3189
01/01/2015,,
02/01/2015,2.3311,2.3269
03/01/2015,,
04/01/2015,,
05/01/2015,2.3491,2.3449
06/01/2015,2.3453,2.3411
07/01/2015,2.3319,2.3277
08/01/2015,2.3297,2.3255
09/01/2015,2.3118,2.3076
10/01/2015,,
11/01/2015,,
12/01/2015,2.3047,2.3005
13/01/2015,2.2932,2.2891
14/01/2015,2.2819,2.2778
15/01/2015,2.2968,2.2927
16/01/2015,2.2844,2.2803
17/01/2015,,
18/01/2015,,
19/01/2015,2.3125,2.3084
20/01/2015,2.3424,2.3382
21/01/2015,2.34,2.3358
22/01/2015,2.3435,2.3393
23/01/2015,2.3507,2.3465
24/01/2015,,
25/01/2015,,
26/01/2015,2.3379,2.3337
27/01/2015,2.3639,2.3597
28/01/2015,2.3604,2.3561
29/01/2015,2.3664,2.3621
30/01/2015,2.4057,2.4013
31/01/2015,,
01/02/2015,,
02/02/2015,2.4219,2.4176
03/02/2015,2.428,2.4236
04/02/2015,2.4194,2.415
05/02/2015,2.4141,2.4098
06/02/2015,2.4485,2.4441
07/02/2015,,
08/02/2015,,
09/02/2015,2.4386,2.4342
10/02/2015,2.4901,2.4857
11/02/2015,2.4841,2.4796
12/02/2015,2.4941,2.4896
13/02/2015,2.493,2.4886
14/02/2015,,
15/02/2015,,
16/02/2015,2.4722,2.4677
17/02/2015,2.4569,2.4525
18/02/2015,2.4526,2.4482
19/02/2015,2.4656,2.4612
20/02/2015,2.4462,2.4418
21/02/2015,,
22/02/2015,,
23/02/2015,2.4575,2.4531
24/02/2015,2.4817,2.4772
25/02/2015,2.481,2.4766
26/02/2015,2.4642,2.4598
27/02/2015,2.4831,2.4786
28/02/2015,,
01/03/2015,,
02/03/2015,2.5123,2.5077
03/03/2015,2.5165,2.5119
04/03/2015,2.5232,2.5187
05/03/2015,2.5455,2.5409
06/03/2015,2.5862,2.5816
07/03/2015,,
08/03/2015,,
09/03/2015,2.6027,2.598
10/03/2015,2.6094,2.6047
11/03/2015,2.6318,2.627
12/03/2015,2.6238,2.6191
13/03/2015,2.5936,2.5889
14/03/2015,,
15/03/2015,,
16/03/2015,2.6177,2.613
17/03/2015,2.6255,2.6208
18/03/2015,2.6197,2.615
19/03/2015,2.6225,2.6178
20/03/2015,2.5972,2.5926
21/03/2015,,
22/03/2015,,
23/03/2015,2.5985,2.5938
24/03/2015,2.5745,2.5699
25/03/2015,2.5551,2.5505
26/03/2015,2.5601,2.5555
27/03/2015,2.6009,2.5962
28/03/2015,,
29/03/2015,,
30/03/2015,2.6154,2.6107
31/03/2015,2.6149,2.6102
01/04/2015,2.6181,2.6134
02/04/2015,2.6055,2.6008
03/04/2015,2.5985,2.5938
04/04/2015,,
05/04/2015,,
06/04/2015,2.5952,2.5905
07/04/2015,2.572,2.5674
08/04/2015,2.5835,2.5789
09/04/2015,2.5924,2.5877
10/04/2015,2.5988,2.5941
11/04/2015,,
12/04/2015,,
13/04/2015,2.6291,2.6243
14/04/2015,2.6511,2.6464
15/04/2015,2.6773,2.6725
16/04/2015,2.7014,2.6965
17/04/2015,2.7018,2.6969
18/04/2015,,
19/04/2015,,
20/04/2015,2.6869,2.6821
21/04/2015,2.6956,2.6907
22/04/2015,2.704,2.6991
23/04/2015,,
24/04/2015,2.6928,2.6879
25/04/2015,,
26/04/2015,,
27/04/2015,2.7269,2.722
28/04/2015,2.7293,2.7243
29/04/2015,2.6821,2.6773
30/04/2015,2.6692,2.6644
01/05/2015,,
02/05/2015,,
03/05/2015,,
04/05/2015,2.6607,2.6559
05/05/2015,2.7158,2.7109
06/05/2015,2.7144,2.7095
07/05/2015,2.7121,2.7072
08/05/2015,2.7049,2.7
09/05/2015,,
10/05/2015,,
11/05/2015,2.6908,2.686
12/05/2015,2.6998,2.6949
13/05/2015,2.6938,2.689
14/05/2015,2.6579,2.6531
15/05/2015,2.62,2.6153
16/05/2015,,
17/05/2015,,
18/05/2015,2.5918,2.5871
19/05/2015,,
20/05/2015,2.5828,2.5781
21/05/2015,2.6065,2.6018
22/05/2015,2.5715,2.5669
23/05/2015,,
24/05/2015,,
25/05/2015,2.5959,2.5912
26/05/2015,2.611,2.6063
27/05/2015,2.6325,2.6278
28/05/2015,2.647,2.6423
29/05/2015,2.6581,2.6533
30/05/2015,,
31/05/2015,,
01/06/2015,2.6635,2.6587
02/06/2015,2.6811,2.6762
03/06/2015,2.683,2.6782
04/06/2015,2.6861,2.6813
05/06/2015,2.6979,2.6931
06/06/2015,,
07/06/2015,,
08/06/2015,2.6684,2.6636
09/06/2015,2.7744,2.7694
10/06/2015,2.7526,2.7477
11/06/2015,2.7405,2.7356
12/06/2015,2.7437,2.7388
13/06/2015,,
14/06/2015,,
15/06/2015,2.7183,2.7134
16/06/2015,2.7373,2.7324
17/06/2015,2.7457,2.7408
18/06/2015,2.7393,2.7344
19/06/2015,2.717,2.7121
20/06/2015,,
21/06/2015,,
22/06/2015,2.7193,2.7144
23/06/2015,2.6835,2.6786
24/06/2015,2.6758,2.671
25/06/2015,2.6818,2.677
26/06/2015,2.6686,2.6638
27/06/2015,,
28/06/2015,,
29/06/2015,2.6635,2.6587
30/06/2015,2.6911,2.6863
01/07/2015,2.6898,2.685
02/07/2015,2.6801,2.6753
03/07/2015,2.7041,2.6992
04/07/2015,,
05/07/2015,,
06/07/2015,2.6924,2.6876
07/07/2015,2.6948,2.6899
08/07/2015,2.684,2.6792
09/07/2015,2.6942,2.6894
10/07/2015,2.6799,2.6751
11/07/2015,,
12/07/2015,,
13/07/2015,2.6655,2.6607
14/07/2015,2.6604,2.6556
15/07/2015,2.6411,2.6363
16/07/2015,2.6423,2.6376
17/07/2015,,
18/07/2015,,
19/07/2015,,
20/07/2015,2.6423,2.6376
21/07/2015,2.6805,2.6757
22/07/2015,2.6917,2.6869
23/07/2015,2.7089,2.704
24/07/2015,2.7243,2.7194
25/07/2015,,
26/07/2015,,
27/07/2015,2.7421,2.7371
28/07/2015,2.7617,2.7567
29/07/2015,2.76,2.7551
30/07/2015,2.7684,2.7634
31/07/2015,2.7795,2.7745
01/08/2015,,
02/08/2015,,
03/08/2015,2.7889,2.7839
04/08/2015,2.7786,2.7736
05/08/2015,2.7738,2.7688
06/08/2015,2.7897,2.7847
07/08/2015,2.788,2.783
08/08/2015,,
09/08/2015,,
10/08/2015,2.784,2.779
11/08/2015,2.791,2.7859
12/08/2015,2.7723,2.7674
13/08/2015,2.7825,2.7775
14/08/2015,2.788,2.783
15/08/2015,,
16/08/2015,,
17/08/2015,2.8367,2.8316
18/08/2015,2.8535,2.8484
19/08/2015,2.8782,2.873
20/08/2015,2.9061,2.9009
21/08/2015,2.973,2.9677
22/08/2015,,
23/08/2015,,
24/08/2015,2.9209,2.9156
25/08/2015,2.953,2.9477
26/08/2015,2.931,2.9258
27/08/2015,2.94,2.9347
28/08/2015,2.9152,2.9099
29/08/2015,,
30/08/2015,,
31/08/2015,2.9199,2.9146
01/09/2015,2.9231,2.9179
02/09/2015,2.92,2.9147
03/09/2015,2.9453,2.94
04/09/2015,2.9614,2.9561
05/09/2015,,
06/09/2015,,
07/09/2015,2.9828,2.9774
08/09/2015,3.034,3.0285
09/09/2015,3.0199,3.0145
10/09/2015,3.0094,3.0039
11/09/2015,3.0457,3.0402
12/09/2015,,
13/09/2015,,
14/09/2015,3.0396,3.0341
15/09/2015,3.0654,3.0599
16/09/2015,3.0489,3.0435
17/09/2015,3.0173,3.0119
18/09/2015,3.0197,3.0143
19/09/2015,,
20/09/2015,,
21/09/2015,3.0015,2.9961
22/09/2015,3.0032,2.9978
23/09/2015,3.0123,3.0069
24/09/2015,,
25/09/2015,,
26/09/2015,,
27/09/2015,,
28/09/2015,3.0123,3.0069
29/09/2015,3.0518,3.0464
30/09/2015,3.0488,3.0433
01/10/2015,3.0306,3.0251
02/10/2015,3.0228,3.0174
03/10/2015,,
04/10/2015,,
05/10/2015,3.0291,3.0236
06/10/2015,2.9978,2.9924
07/10/2015,2.9933,2.9879
08/10/2015,2.9433,2.938
09/10/2015,2.941,2.9357
10/10/2015,,
11/10/2015,,
12/10/2015,2.9013,2.896
13/10/2015,2.9286,2.9233
14/10/2015,2.9474,2.9421
15/10/2015,2.9469,2.9416
16/10/2015,2.8892,2.884
17/10/2015,,
18/10/2015,,
19/10/2015,2.8978,2.8926
20/10/2015,2.8933,2.8881
21/10/2015,2.9006,2.8954
22/10/2015,2.9079,2.9027
23/10/2015,2.8942,2.889
24/10/2015,,
25/10/2015,,
26/10/2015,2.8718,2.8667
27/10/2015,2.8961,2.8909
28/10/2015,2.8995,2.8943
29/10/2015,,
30/10/2015,2.8995,2.8943
31/10/2015,,
01/11/2015,,
02/11/2015,2.9202,2.9149
03/11/2015,2.8085,2.8035
04/11/2015,2.8336,2.8285
05/11/2015,2.8413,2.8362
06/11/2015,2.8731,2.8679
07/11/2015,,
08/11/2015,,
09/11/2015,2.8776,2.8724
10/11/2015,2.9244,2.9192
11/11/2015,2.9157,2.9104
12/11/2015,2.8963,2.8911
13/11/2015,2.882,2.8768
14/11/2015,,
15/11/2015,,
16/11/2015,2.8738,2.8686
17/11/2015,2.8827,2.8775
18/11/2015,2.8771,2.8719
19/11/2015,2.87,2.8648
20/11/2015,2.8543,2.8491
21/11/2015,,
22/11/2015,,
23/11/2015,2.8354,2.8303
24/11/2015,2.8484,2.8433
25/11/2015,2.8741,2.8689
26/11/2015,2.8865,2.8813
27/11/2015,2.9061,2.9009
28/11/2015,,
29/11/2015,,
30/11/2015,2.9248,2.9195
01/12/2015,2.9161,2.9109
02/12/2015,2.8975,2.8923
03/12/2015,2.8823,2.8771
04/12/2015,2.8866,2.8814
05/12/2015,,
06/12/2015,,
07/12/2015,2.8973,2.8921
08/12/2015,2.8949,2.8897
09/12/2015,2.9175,2.9123
10/12/2015,2.9159,2.9107
11/12/2015,2.9151,2.9099
12/12/2015,,
13/12/2015,,
14/12/2015,2.9509,2.9456
15/12/2015,2.972,2.9667
16/12/2015,2.9755,2.9701
17/12/2015,2.9684,2.9631
18/12/2015,2.9364,2.9311
19/12/2015,,
20/12/2015,,
21/12/2015,2.9282,2.9229
22/12/2015,2.9121,2.9068
23/12/2015,2.93,2.9248
24/12/2015,2.9314,2.9262
25/12/2015,2.924,2.9187
26/12/2015,,
27/12/2015,,
28/12/2015,2.9175,2.9123
29/12/2015,2.9209,2.9157
30/12/2015,2.9137,2.9084
31/12/2015,2.9128,2.9076
01/01/2016,,
02/01/2016,,
03/01/2016,,
04/01/2016,2.9233,2.9181
05/01/2016,2.9475,2.9422
06/01/2016,2.9803,2.975
07/01/2016,3.0094,3.004
08/01/2016,3.0221,3.0167
09/01/2016,,
10/01/2016,,
11/01/2016,2.993,2.9876
12/01/2016,3.0243,3.0188
13/01/2016,3.0377,3.0322
14/01/2016,3.0193,3.0138
15/01/2016,3.0328,3.0273
16/01/2016,,
17/01/2016,,
18/01/2016,3.0416,3.0362
19/01/2016,3.0422,3.0367
20/01/2016,3.0297,3.0243
21/01/2016,3.0551,3.0496
22/01/2016,3.0441,3.0387
23/01/2016,,
24/01/2016,,
25/01/2016,3.0161,3.0107
26/01/2016,3.0151,3.0097
27/01/2016,3.0263,3.0208
28/01/2016,3.0032,2.9978
29/01/2016,2.9842,2.9788
30/01/2016,,
31/01/2016,,
01/02/2016,2.9662,2.9609
02/02/2016,2.9725,2.9671
03/02/2016,2.9577,2.9524
04/02/2016,2.9531,2.9478
05/02/2016,2.9096,2.9044
06/02/2016,,
07/02/2016,,
08/02/2016,2.9104,2.9051
09/02/2016,2.9348,2.9295
10/02/2016,2.9524,2.9471
11/02/2016,2.9292,2.9239
12/02/2016,2.934,2.9287
13/02/2016,,
14/02/2016,,
15/02/2016,2.9281,2.9228
16/02/2016,2.9494,2.9441
17/02/2016,2.957,2.9517
18/02/2016,2.9693,2.9639
19/02/2016,2.9659,2.9606
20/02/2016,,
21/02/2016,,
22/02/2016,2.9711,2.9658
23/02/2016,2.9502,2.9449
24/02/2016,2.941,2.9358
25/02/2016,2.9439,2.9386
26/02/2016,2.9348,2.9295
27/02/2016,,
28/02/2016,,
