Tarih,TP DK USD S YTL,TP DK USD A YTL
28/10/2018,,
29/10/2018,,
30/10/2018,5.6287,5.6186
31/10/2018,5.5303,5.5203
01/11/2018,5.508,5.4981
02/11/2018,5.5804,5.5704
03/11/2018,,
04/11/2018,,
05/11/2018,5.4712,5.4613
06/11/2018,5.4569,5.447
07/11/2018,5.3514,5.3418
08/11/2018,5.3672,5.3575
09/11/2018,5.4193,5.4095
10/11/2018,,
11/11/2018,,
12/11/2018,5.4918,5.4819
13/11/2018,5.4862,5.4764
14/11/2018,5.4868,5.477
15/11/2018,5.4724,5.4625
16/11/2018,5.4275,5.4177
17/11/2018,,
18/11/2018,,
19/11/2018,5.3508,5.3412
20/11/2018,5.3327,5.3231
21/11/2018,5.3368,5.3272
22/11/2018,5.3593,5.3497
23/11/2018,5.3124,5.3029
24/11/2018,,
25/11/2018,,
26/11/2018,5.2866,5.2771
27/11/2018,5.2538,5.2444
28/11/2018,5.2461,5.2366
29/11/2018,5.258,5.2486
30/11/2018,5.1742,5.1649
01/12/2018,,
02/12/2018,,
03/12/2018,5.1663,5.157
04/12/2018,5.2,5.1906
05/12/2018,5.2818,5.2723
06/12/2018,5.3829,5.3733
07/12/2018,5.3705,5.3608
08/12/2018,,
09/12/2018,,
10/12/2018,5.3353,5.3257
11/12/2018,5.2905,5.281
12/12/2018,5.3601,5.3505
13/12/2018,5.373,5.3633
14/12/2018,5.3708,5.3611
15/12/2018,,
16/12/2018,,
17/12/2018,5.3807,5.371
18/12/2018,5.3863,5.3766
19/12/2018,5.36,5.3504
20/12/2018,5.341,5.3314
21/12/2018,5.2695,5.26
22/12/2018,,
23/12/2018,,
24/12/2018,5.2841,5.2746
25/12/2018,5.3021,5.2926
26/12/2018,5.313,5.3034
27/12/2018,5.2927,5.2832
28/12/2018,5.2985,5.2889
29/12/2018,,
30/12/2018,,
31/12/2018,5.2704,5.2609
01/01/2019,,
02/01/2019,5.2905,5.281
03/01/2019,5.3412,5.3316
04/01/2019,5.4686,5.4588
05/01/2019,,
06/01/2019,,
07/01/2019,5.4186,5.4088
08/01/2019,5.3693,5.3597
09/01/2019,5.4362,5.4264
10/01/2019,5.5072,5.4973
11/01/2019,5.4724,5.4626
12/01/2019,,
13/01/2019,,
14/01/2019,5.434,5.4242
15/01/2019,5.5203,5.5103
16/01/2019,5.4499,5.4401
17/01/2019,5.4134,5.4037
18/01/2019,5.3659,5.3563
19/01/2019,,
20/01/2019,,
21/01/2019,5.3526,5.3429
22/01/2019,5.3465,5.3369
23/01/2019,5.3551,5.3454
24/01/2019,5.3238,5.3142
25/01/2019,5.2835,5.274
26/01/2019,,
27/01/2019,,
28/01/2019,5.2736,5.2641
29/01/2019,5.2858,5.2763
30/01/2019,5.3436,5.3339
31/01/2019,5.2876,5.2781
01/02/2019,5.2203,5.2109
02/02/2019,,
03/02/2019,,
04/02/2019,5.2038,5.1945
05/02/2019,5.2288,5.2194
06/02/2019,5.2073,5.1979
07/02/2019,5.2183,5.2089
08/02/2019,5.2502,5.2407
09/02/2019,,
10/02/2019,,
11/02/2019,5.2532,5.2438
12/02/2019,5.2651,5.2556
13/02/2019,5.2733,5.2638
14/02/2019,5.2523,5.2429
15/02/2019,5.2962,5.2867
16/02/2019,,
17/02/2019,,
18/02/2019,5.2696,5.2601
19/02/2019,5.3018,5.2922
20/02/2019,5.3147,5.3052
21/02/2019,5.3059,5.2964
22/02/2019,5.3236,5.3141
23/02/2019,,
24/02/2019,,
25/02/2019,5.3264,5.3168
26/02/2019,5.3154,5.3058
27/02/2019,5.3044,5.2949
28/02/2019,5.3,5.2905
01/03/2019,5.3273,5.3177
02/03/2019,,
03/03/2019,,
04/03/2019,5.3538,5.3442
05/03/2019,5.3878,5.3781
06/03/2019,5.3767,5.3671
07/03/2019,5.3887,5.379
08/03/2019,5.4407,5.4309
09/03/2019,,
10/03/2019,,
11/03/2019,5.4642,5.4544
12/03/2019,5.4443,5.4345
13/03/2019,5.4457,5.4359
14/03/2019,5.4621,5.4523
15/03/2019,5.4716,5.4617
16/03/2019,,
17/03/2019,,
18/03/2019,5.4662,5.4564
19/03/2019,5.4643,5.4544
20/03/2019,5.4741,5.4642
21/03/2019,5.4799,5.47
22/03/2019,5.449,5.4392
23/03/2019,,
24/03/2019,,
25/03/2019,5.5373,5.5274
26/03/2019,5.6559,5.6458
27/03/2019,5.5044,5.4945
28/03/2019,5.3403,5.3307
29/03/2019,5.5523,5.5423
30/03/2019,,
31/03/2019,,
01/04/2019,5.6386,5.6284
02/04/2019,5.6086,5.5986
03/04/2019,5.5669,5.5569
04/04/2019,5.6168,5.6067
05/04/2019,5.6392,5.6291
06/04/2019,,
07/04/2019,,
08/04/2019,5.6024,5.5923
09/04/2019,5.6774,5.6671
10/04/2019,5.6678,5.6576
11/04/2019,5.6829,5.6727
12/04/2019,5.7215,5.7112
13/04/2019,,
14/04/2019,,
15/04/2019,5.7931,5.7827
16/04/2019,5.7956,5.7852
17/04/2019,5.7996,5.7892
18/04/2019,5.7531,5.7427
19/04/2019,5.8199,5.8094
20/04/2019,,
21/04/2019,,
22/04/2019,5.8025,5.7921
23/04/2019,,
24/04/2019,5.8358,5.8253
25/04/2019,5.8703,5.8598
26/04/2019,5.9033,5.8927
27/04/2019,,
28/04/2019,,
29/04/2019,5.934,5.9233
30/04/2019,5.9389,5.9282
01/05/2019,,
02/05/2019,5.9671,5.9563
03/05/2019,5.9679,5.9571
04/05/2019,,
05/05/2019,,
06/05/2019,5.9709,5.9602
07/05/2019,6.0023,5.9915
08/05/2019,6.1586,6.1475
09/05/2019,6.1718,6.1607
10/05/2019,6.2138,6.2026
11/05/2019,,
12/05/2019,,
13/05/2019,6.1239,6.1129
14/05/2019,6.0936,6.0827
15/05/2019,6.0547,6.0438
16/05/2019,6.0638,6.0529
17/05/2019,6.0107,5.9999
18/05/2019,,
19/05/2019,,
20/05/2019,6.0572,6.0463
21/05/2019,6.0509,6.04
22/05/2019,6.0534,6.0425
23/05/2019,6.0872,6.0762
24/05/2019,6.1362,6.1252
25/05/2019,,
26/05/2019,,
27/05/2019,6.0766,6.0656
28/05/2019,6.0569,6.046
29/05/2019,6.0501,6.0392
30/05/2019,6.0261,6.0152
31/05/2019,5.9342,5.9235
01/06/2019,,
02/06/2019,,
03/06/2019,5.8718,5.8613
04/06/2019,,
05/06/2019,,
06/06/2019,,
07/06/2019,5.8718,5.8613
08/06/2019,,
09/06/2019,,
10/06/2019,5.846,5.8354
11/06/2019,5.8174,5.807
12/06/2019,5.7895,5.7791
13/06/2019,5.8101,5.7997
14/06/2019,5.8369,5.8264
15/06/2019,,
16/06/2019,,
17/06/2019,5.8932,5.8826
18/06/2019,5.881,5.8704
19/06/2019,5.8515,5.841
20/06/2019,5.8624,5.8518
21/06/2019,5.7414,5.7311
22/06/2019,,
23/06/2019,,
24/06/2019,5.802,5.7915
25/06/2019,5.7547,5.7444
26/06/2019,5.8008,5.7904
27/06/2019,5.7734,5.763
28/06/2019,5.7769,5.7665
29/06/2019,,
30/06/2019,,
01/07/2019,5.7654,5.7551
02/07/2019,5.6895,5.6792
03/07/2019,5.6772,5.6669
04/07/2019,5.6394,5.6292
05/07/2019,5.6035,5.5934
06/07/2019,,
07/07/2019,,
08/07/2019,5.6108,5.6007
09/07/2019,5.733,5.7227
10/07/2019,5.7225,5.7122
11/07/2019,5.7485,5.7381
12/07/2019,5.6767,5.6665
13/07/2019,,
14/07/2019,,
15/07/2019,,
16/07/2019,5.7019,5.6916
17/07/2019,5.713,5.7027
18/07/2019,5.7031,5.6929
19/07/2019,5.7014,5.6912
20/07/2019,,
21/07/2019,,
22/07/2019,5.6417,5.6316
23/07/2019,5.6786,5.6684
24/07/2019,5.6886,5.6784
25/07/2019,5.7238,5.7135
26/07/2019,5.7093,5.6991
27/07/2019,,
28/07/2019,,
29/07/2019,5.6665,5.6564
30/07/2019,5.6373,5.6272
31/07/2019,5.581,5.5709
01/08/2019,5.5326,5.5227
02/08/2019,5.5916,5.5815
03/08/2019,,
04/08/2019,,
05/08/2019,5.591,5.5809
06/08/2019,5.566,5.556
07/08/2019,5.5415,5.5315
08/08/2019,5.4957,5.4858
09/08/2019,5.4842,5.4744
10/08/2019,,
11/08/2019,,
12/08/2019,,
13/08/2019,,
14/08/2019,,
15/08/2019,5.4907,5.4809
16/08/2019,5.5814,5.5714
17/08/2019,,
18/08/2019,,
19/08/2019,5.5497,5.5398
20/08/2019,5.5875,5.5775
21/08/2019,5.7149,5.7046
22/08/2019,5.7199,5.7096
23/08/2019,5.7581,5.7478
24/08/2019,,
25/08/2019,,
26/08/2019,5.7642,5.7538
27/08/2019,5.8133,5.8029
28/08/2019,5.8362,5.8257
29/08/2019,5.8098,5.7994
30/08/2019,,
31/08/2019,,
01/09/2019,,
02/09/2019,5.8245,5.814
03/09/2019,5.8149,5.8044
04/09/2019,5.783,5.7726
05/09/2019,5.6758,5.6656
06/09/2019,5.6848,5.6746
07/09/2019,,
08/09/2019,,
09/09/2019,5.7035,5.6932
10/09/2019,5.7318,5.7215
11/09/2019,5.7671,5.7568
12/09/2019,5.7815,5.7711
13/09/2019,5.7387,5.7283
14/09/2019,,
15/09/2019,,
16/09/2019,5.6767,5.6665
17/09/2019,5.7228,5.7125
18/09/2019,5.733,5.7227
19/09/2019,5.6888,5.6785
20/09/2019,5.702,5.6917
21/09/2019,,
22/09/2019,,
23/09/2019,5.6991,5.6889
24/09/2019,5.7286,5.7183
25/09/2019,5.6845,5.6743
26/09/2019,5.6984,5.6882
27/09/2019,5.6761,5.6659
28/09/2019,,
29/09/2019,,
30/09/2019,5.6693,5.6591
01/10/2019,5.6539,5.6437
02/10/2019,5.6855,5.6752
03/10/2019,5.7383,5.728
04/10/2019,5.6956,5.6854
05/10/2019,,
06/10/2019,,
07/10/2019,5.6997,5.6894
08/10/2019,5.7446,5.7343
09/10/2019,5.8265,5.816
10/10/2019,5.8381,5.8276
11/10/2019,5.881,5.8704
12/10/2019,,
13/10/2019,,
14/10/2019,5.8522,5.8417
15/10/2019,5.9209,5.9103
16/10/2019,5.8987,5.8881
17/10/2019,5.9021,5.8915
18/10/2019,5.8912,5.8806
19/10/2019,,
20/10/2019,,
21/10/2019,5.7794,5.769
22/10/2019,5.8228,5.8124
23/10/2019,5.8408,5.8303
24/10/2019,5.7816,5.7712
25/10/2019,5.752,5.7417
26/10/2019,,
27/10/2019,,
28/10/2019,5.7688,5.7584
29/10/2019,,
30/10/2019,5.7688,5.7584
31/10/2019,5.7466,5.7363
01/11/2019,5.7186,5.7083
02/11/2019,,
03/11/2019,,
04/11/2019,5.7291,5.7188
05/11/2019,5.6934,5.6832
06/11/2019,5.7386,5.7282
07/11/2019,5.7584,5.748
08/11/2019,5.747,5.7366
09/11/2019,,
10/11/2019,,
11/11/2019,5.7532,5.7429
12/11/2019,5.7808,5.7704
13/11/2019,5.7769,5.7665
14/11/2019,5.7676,5.7573
15/11/2019,5.7674,5.757
16/11/2019,,
17/11/2019,,
18/11/2019,5.7573,5.747
19/11/2019,5.7407,5.7303
20/11/2019,5.7256,5.7153
21/11/2019,5.7066,5.6964
22/11/2019,5.6998,5.6896
23/11/2019,,
24/11/2019,,
25/11/2019,5.7021,5.6919
26/11/2019,5.7294,5.7191
27/11/2019,5.7486,5.7383
28/11/2019,5.7632,5.7528
29/11/2019,5.7682,5.7579
30/11/2019,,
01/12/2019,,
02/12/2019,5.7507,5.7403
03/12/2019,5.7529,5.7426
04/12/2019,5.7468,5.7365
05/12/2019,5.7463,5.736
06/12/2019,5.7591,5.7488
07/12/2019,,
08/12/2019,,
09/12/2019,5.7582,5.7479
10/12/2019,5.801,5.7905
11/12/2019,5.8092,5.7987
12/12/2019,5.8086,5.7982
13/12/2019,5.798,5.7875
14/12/2019,,
15/12/2019,,
16/12/2019,5.783,5.7726
17/12/2019,5.8449,5.8344
18/12/2019,5.8664,5.8558
19/12/2019,5.9097,5.8991
20/12/2019,5.9359,5.9252
21/12/2019,,
22/12/2019,,
23/12/2019,5.9222,5.9115
24/12/2019,5.9398,5.9291
25/12/2019,5.9471,5.9364
26/12/2019,5.94,5.9293
27/12/2019,5.9409,5.9302
28/12/2019,,
29/12/2019,,
30/12/2019,5.9477,5.937
31/12/2019,5.9509,5.9402
01/01/2020,,
02/01/2020,5.9507,5.94
03/01/2020,5.9585,5.9478
04/01/2020,,
05/01/2020,,
06/01/2020,5.9734,5.9627
07/01/2020,5.9766,5.9658
08/01/2020,5.9701,5.9594
09/01/2020,5.9679,5.9571
10/01/2020,5.8916,5.881
11/01/2020,,
12/01/2020,,
13/01/2020,5.8819,5.8713
14/01/2020,5.8635,5.8529
15/01/2020,5.8917,5.8811
16/01/2020,5.8933,5.8827
17/01/2020,5.879,5.8684
18/01/2020,,
19/01/2020,,
20/01/2020,5.867,5.8564
21/01/2020,5.9085,5.8979
22/01/2020,5.9297,5.9191
23/01/2020,5.94,5.9293
24/01/2020,5.9259,5.9152
25/01/2020,,
26/01/2020,,
27/01/2020,5.9394,5.9288
28/01/2020,5.9478,5.9371
29/01/2020,5.9441,5.9334
30/01/2020,5.9512,5.9405
31/01/2020,5.9824,5.9716
01/02/2020,,
02/02/2020,,
03/02/2020,5.9833,5.9726
04/02/2020,5.9863,5.9755
05/02/2020,5.9822,5.9714
06/02/2020,5.9867,5.976
07/02/2020,5.9891,5.9783
08/02/2020,,
09/02/2020,,
10/02/2020,5.9884,5.9776
11/02/2020,6.0059,5.9951
12/02/2020,6.038,6.0271
13/02/2020,6.0324,6.0215
14/02/2020,6.0568,6.0459
15/02/2020,,
16/02/2020,,
17/02/2020,6.0579,6.047
18/02/2020,6.046,6.0351
19/02/2020,6.0687,6.0578
20/02/2020,6.069,6.0581
21/02/2020,6.0934,6.0824
22/02/2020,,
23/02/2020,,
24/02/2020,6.1133,6.1023
25/02/2020,6.1494,6.1383
26/02/2020,6.1328,6.1218
27/02/2020,6.1574,6.1463
28/02/2020,6.1704,6.1593
29/02/2020,,
01/03/2020,,
02/03/2020,6.2371,6.2259
03/03/2020,6.2304,6.2192
04/03/2020,6.2055,6.1943
05/03/2020,6.1014,6.0904
06/03/2020,6.0882,6.0772
07/03/2020,,
08/03/2020,,
09/03/2020,6.093,6.0821
10/03/2020,6.1208,6.1098
11/03/2020,6.1261,6.1151
12/03/2020,6.1613,6.1502
13/03/2020,6.2376,6.2264
14/03/2020,,
15/03/2020,,
16/03/2020,6.2824,6.2711
17/03/2020,6.3743,6.3628
18/03/2020,6.4644,6.4528
19/03/2020,6.4628,6.4512
20/03/2020,6.5271,6.5154
21/03/2020,,
22/03/2020,,
23/03/2020,6.4956,6.4839
24/03/2020,6.5983,6.5864
25/03/2020,6.506,6.4943
26/03/2020,6.4139,6.4024
27/03/2020,6.4676,6.456
28/03/2020,,
29/03/2020,,
30/03/2020,6.4462,6.4346
31/03/2020,6.5277,6.516
01/04/2020,6.5815,6.5696
02/04/2020,6.6548,6.6428
03/04/2020,6.6792,6.6672
04/04/2020,,
05/04/2020,,
06/04/2020,6.7024,6.6903
07/04/2020,6.7671,6.7549
08/04/2020,6.7496,6.7375
09/04/2020,6.7827,6.7705
10/04/2020,6.7504,6.7382
11/04/2020,,
12/04/2020,,
13/04/2020,6.6998,6.6877
14/04/2020,6.774,6.7618
15/04/2020,6.7874,6.7752
16/04/2020,6.8628,6.8505
17/04/2020,6.9197,6.9073
18/04/2020,,
19/04/2020,,
20/04/2020,6.9255,6.913
21/04/2020,6.9207,6.9082
22/04/2020,6.9719,6.9593
23/04/2020,,
24/04/2020,6.9833,6.9708
25/04/2020,,
26/04/2020,,
27/04/2020,6.9715,6.9589
28/04/2020,6.9801,6.9675
29/04/2020,7.0006,6.9881
30/04/2020,6.9913,6.9787
01/05/2020,,
02/05/2020,,
03/05/2020,,
04/05/2020,6.9845,6.9719
05/05/2020,7.0278,7.0151
06/05/2020,7.0677,7.055
07/05/2020,7.1463,7.1334
08/05/2020,7.2339,7.2209
09/05/2020,,
10/05/2020,,
11/05/2020,7.1088,7.096
12/05/2020,7.0803,7.0676
13/05/2020,7.0248,7.0121
14/05/2020,6.9915,6.9789
15/05/2020,6.9668,6.9543
16/05/2020,,
17/05/2020,,
18/05/2020,6.9166,6.9041
19/05/2020,,
20/05/2020,6.872,6.8596
21/05/2020,6.7963,6.7841
22/05/2020,6.8005,6.7883
23/05/2020,,
24/05/2020,,
25/05/2020,,
26/05/2020,,
27/05/2020,6.804,6.7917
28/05/2020,6.7729,6.7607
29/05/2020,6.8016,6.7894
30/05/2020,,
31/05/2020,,
01/06/2020,6.826,6.8138
02/06/2020,6.8181,6.8059
03/06/2020,6.7939,6.7817
04/06/2020,6.7429,6.7308
05/06/2020,6.7598,6.7476
06/06/2020,,
07/06/2020,,
08/06/2020,6.7695,6.7573
09/06/2020,6.7836,6.7714
10/06/2020,6.7951,6.7828
11/06/2020,6.7899,6.7777
12/06/2020,6.7949,6.7827
13/06/2020,,
14/06/2020,,
15/06/2020,6.8265,6.8142
16/06/2020,6.8343,6.822
17/06/2020,6.8377,6.8254
18/06/2020,6.8456,6.8333
19/06/2020,6.8573,6.845
20/06/2020,,
21/06/2020,,
22/06/2020,6.8563,6.844
23/06/2020,6.8545,6.8422
24/06/2020,6.8563,6.844
25/06/2020,6.8575,6.8452
26/06/2020,6.8558,6.8434
27/06/2020,,
28/06/2020,,
29/06/2020,6.854,6.8417
30/06/2020,6.8545,6.8422
01/07/2020,6.8555,6.8432
02/07/2020,6.8555,6.8432
03/07/2020,6.8552,6.8428
04/07/2020,,
05/07/2020,,
06/07/2020,6.8545,6.8422
07/07/2020,6.859,6.8467
08/07/2020,6.8642,6.8519
09/07/2020,6.8647,6.8523
10/07/2020,6.8654,6.853
11/07/2020,,
12/07/2020,,
13/07/2020,6.8638,6.8514
14/07/2020,6.8652,6.8528
15/07/2020,,
16/07/2020,6.8648,6.8524
17/07/2020,6.8573,6.845
18/07/2020,,
19/07/2020,,
20/07/2020,6.8563,6.8439
21/07/2020,6.8562,6.8438
22/07/2020,6.8553,6.8429
23/07/2020,6.8495,6.8372
24/07/2020,6.8471,6.8348
25/07/2020,,
26/07/2020,,
27/07/2020,6.8476,6.8353
28/07/2020,6.8487,6.8364
29/07/2020,6.897,6.8846
30/07/2020,6.9497,6.9372
31/07/2020,,
01/08/2020,,
02/08/2020,,
03/08/2020,,
04/08/2020,6.9497,6.9372
05/08/2020,6.9459,6.9334
06/08/2020,6.9998,6.9872
07/08/2020,7.1722,7.1593
08/08/2020,,
09/08/2020,,
10/08/2020,7.2792,7.2661
11/08/2020,7.3128,7.2996
12/08/2020,7.2613,7.2483
13/08/2020,7.2996,7.2865
14/08/2020,7.3278,7.3147
15/08/2020,,
16/08/2020,,
17/08/2020,7.3577,7.3445
18/08/2020,7.381,7.3677
19/08/2020,7.3812,7.3679
20/08/2020,7.3609,7.3477
21/08/2020,7.3083,7.2952
22/08/2020,,
23/08/2020,,
24/08/2020,7.2286,7.2156
25/08/2020,7.3504,7.3372
26/08/2020,7.3807,7.3674
27/08/2020,7.3591,7.3459
28/08/2020,7.3306,7.3174
29/08/2020,,
30/08/2020,,
31/08/2020,7.3182,7.305
01/09/2020,7.3393,7.3261
02/09/2020,7.3553,7.3421
03/09/2020,7.3696,7.3563
04/09/2020,7.4127,7.3994
05/09/2020,,
06/09/2020,,
07/09/2020,7.4267,7.4133
08/09/2020,7.4483,7.4349
09/09/2020,7.4672,7.4537
10/09/2020,7.4805,7.467
11/09/2020,7.4688,7.4553
12/09/2020,,
13/09/2020,,
14/09/2020,7.453,7.4396
15/09/2020,7.4823,7.4689
16/09/2020,7.4803,7.4668
17/09/2020,7.4812,7.4678
18/09/2020,7.5287,7.5152
19/09/2020,,
20/09/2020,,
21/09/2020,7.548,7.5344
22/09/2020,7.5857,7.572
23/09/2020,7.6389,7.6251
24/09/2020,7.6708,7.657
25/09/2020,7.6768,7.663
26/09/2020,,
27/09/2020,,
28/09/2020,7.5682,7.5546
29/09/2020,7.7647,7.7507
30/09/2020,7.8221,7.808
01/10/2020,7.7662,7.7522
02/10/2020,7.7085,7.6946
03/10/2020,,
04/10/2020,,
05/10/2020,7.7427,7.7288
06/10/2020,7.7446,7.7307
07/10/2020,7.7591,7.7452
08/10/2020,7.8408,7.8267
09/10/2020,7.9073,7.8931
10/10/2020,,
11/10/2020,,
12/10/2020,7.9215,7.9072
13/10/2020,7.8815,7.8673
14/10/2020,7.892,7.8778
15/10/2020,7.9348,7.9205
16/10/2020,7.9259,7.9116
17/10/2020,,
18/10/2020,,
19/10/2020,7.9272,7.9129
20/10/2020,7.892,7.8778
21/10/2020,7.8903,7.8761
22/10/2020,7.832,7.8179
23/10/2020,7.8166,7.8025
24/10/2020,,
25/10/2020,,
26/10/2020,7.9522,7.9379
27/10/2020,8.0429,8.0285
28/10/2020,8.1357,8.1211
29/10/2020,,
30/10/2020,8.1357,8.1211
31/10/2020,,
01/11/2020,,
02/11/2020,8.3232,8.3082
03/11/2020,8.3911,8.376
04/11/2020,8.4698,8.4546
05/11/2020,8.4705,8.4553
06/11/2020,8.4569,8.4417
07/11/2020,,
08/11/2020,,
09/11/2020,8.4765,8.4613
10/11/2020,8.1926,8.1778
11/11/2020,8.2507,8.2358
12/11/2020,8.0622,8.0477
13/11/2020,7.8037,7.7896
14/11/2020,,
15/11/2020,,
16/11/2020,7.6435,7.6297
17/11/2020,7.6889,7.6751
18/11/2020,7.7533,7.7393
19/11/2020,7.7334,7.7195
20/11/2020,7.6837,7.6699
21/11/2020,,
22/11/2020,,
23/11/2020,7.5922,7.5785
24/11/2020,7.7733,7.7593
25/11/2020,7.9313,7.917
26/11/2020,7.9558,7.9415
27/11/2020,7.9088,7.8945
28/11/2020,,
29/11/2020,,
30/11/2020,7.8116,7.7975
01/12/2020,7.8032,7.7892
02/12/2020,7.8553,7.8412
03/12/2020,7.8221,7.808
04/12/2020,7.8614,7.8472
05/12/2020,,
06/12/2020,,
07/12/2020,7.7936,7.7796
08/12/2020,7.8514,7.8373
09/12/2020,7.8227,7.8087
10/12/2020,7.8344,7.8203
11/12/2020,7.864,7.8499
12/12/2020,,
13/12/2020,,
14/12/2020,7.9492,7.9349
15/12/2020,7.8841,7.8699
16/12/2020,7.8473,7.8331
17/12/2020,7.8013,7.7873
18/12/2020,7.765,7.751
19/12/2020,,
20/12/2020,,
21/12/2020,7.7036,7.6898
22/12/2020,7.6907,7.6769
23/12/2020,7.6505,7.6368
24/12/2020,7.6458,7.6321
25/12/2020,7.6327,7.619
26/12/2020,,
27/12/2020,,
28/12/2020,7.5653,7.5517
29/12/2020,7.4873,7.4738
30/12/2020,7.4197,7.4063
31/12/2020,7.3537,7.3405
01/01/2021,,
02/01/2021,,
03/01/2021,,
04/01/2021,7.4327,7.4194
05/01/2021,7.3734,7.3602
06/01/2021,7.3999,7.3866
07/01/2021,7.3432,7.33
08/01/2021,7.2864,7.2733
09/01/2021,,
10/01/2021,,
11/01/2021,7.3622,7.349
12/01/2021,7.4565,7.4431
13/01/2021,7.4743,7.4608
14/01/2021,7.4419,7.4285
15/01/2021,7.4018,7.3885
16/01/2021,,
17/01/2021,,
18/01/2021,7.401,7.3877
19/01/2021,7.5087,7.4952
20/01/2021,7.4619,7.4485
21/01/2021,7.4501,7.4367
22/01/2021,7.3969,7.3836
23/01/2021,,
24/01/2021,,
25/01/2021,7.4118,7.3985
26/01/2021,7.393,7.3797
27/01/2021,7.3968,7.3835
28/01/2021,7.3676,7.3544
29/01/2021,7.3856,7.3723
30/01/2021,,
31/01/2021,,
01/02/2021,7.3348,7.3216
02/02/2021,7.2315,7.2185
03/02/2021,7.1501,7.1372
04/02/2021,7.1627,7.1498
05/02/2021,7.1453,7.1324
06/02/2021,,
07/02/2021,,
08/02/2021,7.0917,7.0789
09/02/2021,7.0791,7.0663
10/02/2021,7.0949,7.0821
11/02/2021,7.064,7.0513
12/02/2021,7.0531,7.0404
13/02/2021,,
14/02/2021,,
15/02/2021,7.0288,7.0162
16/02/2021,6.985,6.9724
17/02/2021,6.9275,6.915
18/02/2021,7.0167,7.004
19/02/2021,6.9652,6.9527
20/02/2021,,
21/02/2021,,
22/02/2021,6.9736,6.9611
23/02/2021,7.0066,6.994
24/02/2021,7.038,7.0253
25/02/2021,7.1485,7.1357
26/02/2021,7.2054,7.1924
27/02/2021,,
28/02/2021,,
01/03/2021,7.3841,7.3708
02/03/2021,7.316,7.3029
03/03/2021,7.3248,7.3117
04/03/2021,7.3524,7.3391
05/03/2021,7.4659,7.4524
06/03/2021,,
07/03/2021,,
08/03/2021,7.5231,7.5096
09/03/2021,7.6075,7.5939
10/03/2021,7.654,7.6403
11/03/2021,7.6088,7.5952
12/03/2021,7.4581,7.4446
13/03/2021,,
14/03/2021,,
15/03/2021,7.5846,7.5709
16/03/2021,7.551,7.5374
17/03/2021,7.5176,7.5041
18/03/2021,7.5115,7.498
19/03/2021,7.4708,7.4573
,,
,,
Seri Açıklamaları,,
TP.DK.USD.S.YTL,(USD) ABD Doları (Döviz Satış)-Düzey,Gözlem Değeri: Orijinal Gözlem
TP.DK.USD.A.YTL,(USD) ABD Doları (Döviz Alış)-Düzey,Gözlem Değeri: Orijinal Gözlem
,,
Notlar,,
TP.DK.USD.S.YTL,Veri Kaynağı,TCMB
,Etiketler,"Kurlar, Döviz, Kurları, Günlük"
TP.DK.USD.A.YTL,Veri Kaynağı,TCMB
,Etiketler,"Kurlar, Döviz, Kurları, Günlük"
